race_id,race_round,race_title,weather,ground_status,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3,is_obstacle,ground_type,is_left_right_straight,distance,weather_rain,weather_snow,datetime
202305010101,1,3歳未勝利,晴,1,東京,16,7,14,5,10,5,9,160,110,170,890,430,520,270,1820,4120,710,7490,18190,0.0,ダ,左,1400,0,0,2023-01-28 10:05:00
202305010102,2,3歳新馬,晴,1,東京,16,7,13,8,16,1,1,260,140,460,640,1370,1940,800,1790,5830,3130,22550,85690,0.0,ダ,左,1400,0,0,2023-01-28 10:35:00
202305010103,3,3歳未勝利,晴,1,東京,16,5,9,7,14,4,7,230,120,170,440,400,580,300,740,1210,1040,3470,11550,0.0,ダ,左,1600,0,0,2023-01-28 11:05:00
202305010104,4,3歳1勝クラス,晴,1,東京,12,8,11,7,9,5,5,340,130,130,170,590,680,270,400,420,1300,1540,6730,0.0,ダ,左,1600,0,0,2023-01-28 11:35:00
202305010105,5,3歳未勝利,晴,1,東京,16,6,11,2,3,4,7,160,110,500,190,360,2880,910,340,3090,3550,5880,22130,0.0,芝,左,1800,0,0,2023-01-28 12:25:00
202305010106,6,3歳新馬,晴,1,東京,16,2,4,3,5,6,11,1580,260,110,160,1020,1100,410,1060,240,3900,1830,17350,0.0,芝,左,1600,0,0,2023-01-28 12:55:00
202305010107,7,4歳以上1勝クラス,晴,1,東京,16,8,16,5,10,7,13,260,130,370,180,2330,2630,810,310,1500,3970,4230,20480,0.0,ダ,左,1400,0,0,2023-01-28 13:25:00
202305010108,8,4歳以上2勝クラス,晴,1,東京,16,1,1,6,12,1,2,670,170,120,150,360,860,360,560,270,2030,1510,8870,0.0,ダ,左,2100,0,0,2023-01-28 14:01:00
202305010109,9,白嶺ステークス ,晴,1,東京,15,2,3,5,9,6,10,150,110,890,350,3050,6560,2050,620,12030,7730,20990,72700,0.0,ダ,左,1600,0,0,2023-01-28 14:35:00
202305010110,10,クロッカスステークス(L),晴,1,東京,10,6,6,7,7,7,8,400,150,320,170,720,2570,800,340,1080,4450,3390,22420,0.0,芝,左,1400,0,0,2023-01-28 15:10:00
202305010111,11,白富士ステークス(L),晴,1,東京,10,7,7,1,1,2,2,180,110,130,150,410,390,180,230,320,600,620,1850,0.0,芝,左,2000,0,0,2023-01-28 15:45:00
202305010112,12,4歳以上1勝クラス,曇,1,東京,13,4,5,5,7,6,8,810,200,140,190,630,820,320,770,390,2520,1820,13750,0.0,芝,左,1800,0,0,2023-01-28 16:25:00
202305010201,1,3歳未勝利,晴,1,東京,16,1,1,3,6,6,12,420,180,1260,430,2350,13330,3530,1380,14170,19310,86180,479600,0.0,ダ,左,1400,0,0,2023-01-29 10:10:00
202305010202,2,3歳未勝利,晴,1,東京,16,3,5,4,7,5,10,400,120,110,140,290,350,180,510,260,830,870,4500,0.0,ダ,左,2100,0,0,2023-01-29 10:40:00
202305010203,3,3歳未勝利,晴,1,東京,16,3,6,3,5,5,9,300,130,360,490,2190,2440,830,850,5370,4100,14010,65590,0.0,ダ,左,1600,0,0,2023-01-29 11:10:00
202305010204,4,4歳以上1勝クラス,晴,1,東京,16,8,15,8,16,5,10,360,150,220,370,1410,1090,440,970,1000,2560,4750,25300,0.0,ダ,左,1600,0,0,2023-01-29 11:40:00
202305010205,5,3歳未勝利,晴,1,東京,16,3,6,2,3,8,15,340,130,180,130,1110,1110,400,250,390,2310,1060,7840,0.0,芝,左,1600,0,0,2023-01-29 12:30:00
202305010206,6,3歳新馬,晴,1,東京,16,3,5,2,4,5,10,430,130,120,140,420,450,200,300,270,1040,760,3580,0.0,芝,左,1800,0,0,2023-01-29 13:00:00
202305010207,7,4歳以上1勝クラス,晴,1,東京,11,6,6,1,1,8,11,1010,270,110,210,1100,1380,620,1430,450,3490,3840,33830,0.0,ダ,左,2100,0,0,2023-01-29 13:30:00
202305010208,8,4歳以上2勝クラス,晴,1,東京,16,6,12,4,8,5,9,250,120,160,130,620,920,410,180,350,1510,750,3580,0.0,ダ,左,1400,0,0,2023-01-29 14:01:00
202305010209,9,セントポーリア賞 ,晴,1,東京,8,4,4,5,5,7,7,290,120,150,120,910,0,320,200,360,1520,870,4270,0.0,芝,左,1800,0,0,2023-01-29 14:35:00
202305010210,10,節分ステークス ,晴,1,東京,12,4,4,1,1,2,2,200,110,920,390,4370,4780,1670,730,6030,5050,15390,57540,0.0,芝,左,1600,0,0,2023-01-29 15:10:00
202305010211,11,第37回根岸ステークス(G3),晴,1,東京,16,7,13,3,6,7,14,160,110,140,200,350,390,200,350,730,530,1070,2610,0.0,ダ,左,1400,0,0,2023-01-29 15:45:00
202305010212,12,4歳以上2勝クラス,晴,1,東京,11,4,4,8,10,6,7,500,140,110,120,760,760,240,280,180,1670,630,4630,0.0,芝,左,2000,0,0,2023-01-29 16:25:00
202306010101,1,3歳未勝利,晴,1,中山,16,7,14,3,5,1,1,180,110,150,480,470,470,220,790,1550,660,3040,8890,0.0,ダ,右,1200,0,0,2023-01-05 09:55:00
202306010102,2,3歳未勝利,晴,1,中山,16,4,8,4,7,7,13,1380,460,440,400,7010,6420,1930,2810,2490,15240,32390,199190,0.0,ダ,右,1800,0,0,2023-01-05 10:25:00
202306010103,3,3歳新馬,晴,1,中山,16,8,16,5,9,1,2,1590,540,1000,440,2580,24290,6100,3510,5930,47840,117380,649440,0.0,ダ,右,1800,0,0,2023-01-05 10:55:00
202306010104,4,4歳以上1勝クラス,晴,1,中山,16,4,7,7,13,1,1,1590,330,290,150,660,6650,1710,970,830,13100,7310,78280,0.0,ダ,右,1800,0,0,2023-01-05 11:25:00
202306010105,5,3歳未勝利,晴,1,中山,16,1,1,2,3,8,16,690,180,150,170,1130,1220,510,750,410,2770,1860,13100,0.0,芝,右,1600,0,0,2023-01-05 12:15:00
202306010106,6,3歳1勝クラス,晴,1,中山,10,5,5,2,2,7,7,400,150,190,210,1360,1430,520,590,690,2170,3220,14150,0.0,芝,右,2000,0,0,2023-01-05 12:45:00
202306010107,7,4歳以上2勝クラス,晴,1,中山,16,6,11,4,8,1,1,1800,460,210,640,1270,4520,1660,3060,1870,11040,20120,161520,0.0,ダ,右,1800,0,0,2023-01-05 13:15:00
202306010108,8,4歳以上2勝クラス,晴,1,中山,15,6,11,5,9,4,7,300,140,150,170,490,630,300,380,400,1230,1040,3880,0.0,ダ,右,1200,0,0,2023-01-05 13:50:00
202306010109,9,招福ステークス ,晴,1,中山,12,7,9,8,11,3,3,150,110,160,190,290,480,260,350,550,660,1030,3230,0.0,ダ,右,1800,0,0,2023-01-05 14:25:00
202306010110,10,ジュニアカップ(L),晴,1,中山,13,8,13,7,11,2,2,350,160,310,350,270,1760,720,710,1860,3080,6240,25690,0.0,芝,右,1600,0,0,2023-01-05 15:01:00
202306010111,11,第72回日刊スポ賞中山金杯(G3),晴,1,中山,17,2,3,1,2,3,5,450,180,360,180,910,3690,1270,580,1420,6320,8170,44340,0.0,芝,右,2000,0,0,2023-01-05 15:35:00
202306010112,12,4歳以上2勝クラス,晴,1,中山,14,1,1,8,13,6,10,140,110,170,180,190,480,240,320,760,590,1390,3120,0.0,芝,右,2000,0,0,2023-01-05 16:10:00
202306010201,1,3歳未勝利,曇,1,中山,16,3,6,1,2,8,15,180,110,120,130,290,300,190,220,400,610,600,1760,0.0,ダ,右,1200,0,0,2023-01-07 09:55:00
202306010202,2,3歳未勝利,晴,1,中山,16,2,4,7,13,4,8,650,200,140,150,1370,1450,520,640,290,3010,2060,12250,0.0,ダ,右,1800,0,0,2023-01-07 10:25:00
202306010203,3,3歳新馬,晴,1,中山,16,2,4,3,6,7,13,380,170,560,170,3380,6810,1720,350,1770,9270,7780,55620,0.0,ダ,右,1200,0,0,2023-01-07 10:55:00
202306010204,4,4歳以上1勝クラス,晴,1,中山,11,7,9,6,7,4,4,200,110,140,490,290,370,190,910,1670,620,3070,8610,0.0,ダ,右,2400,0,0,2023-01-07 11:25:00
202306010205,5,3歳新馬,晴,1,中山,16,2,3,1,1,8,16,710,270,540,330,2040,6670,1610,840,2760,12230,15780,83200,0.0,芝,右,1600,0,0,2023-01-07 12:15:00
202306010206,6,3歳未勝利,晴,1,中山,17,1,2,3,5,2,3,460,190,300,220,1780,2510,1100,630,1380,4820,4790,23960,0.0,芝,右,2000,0,0,2023-01-07 12:45:00
202306010207,7,4歳以上1勝クラス,晴,1,中山,16,6,12,5,9,2,3,760,280,440,570,2750,5860,1920,2070,4400,11100,38920,226970,0.0,ダ,右,1200,0,0,2023-01-07 13:15:00
202306010208,8,中山新春ジャンプS ,晴,1,中山,11,8,11,8,10,7,9,440,140,200,170,1340,1330,500,430,1010,2650,2660,13390,1.0,芝,直進,3200,0,0,2023-01-07 13:50:00
202306010209,9,黒竹賞 ,晴,1,中山,16,6,12,5,10,3,5,360,180,190,390,1200,1770,710,1070,1530,2650,7800,30410,0.0,ダ,右,1800,0,0,2023-01-07 14:25:00
202306010210,10,初春ステークス ,晴,1,中山,15,7,12,1,1,6,11,1710,550,340,210,11840,11910,3210,1830,790,20490,17410,110200,0.0,ダ,右,1200,0,0,2023-01-07 15:01:00
202306010211,11,ニューイヤーS(L),晴,1,中山,13,1,1,4,4,3,3,570,180,260,170,1300,2220,830,510,830,4290,3460,21670,0.0,芝,右,1600,0,0,2023-01-07 15:35:00
202306010212,12,4歳以上2勝クラス,晴,1,中山,11,8,10,7,9,3,3,4600,1060,520,440,3860,16020,2850,3160,1550,54250,38180,463920,0.0,芝,右,1800,0,0,2023-01-07 16:10:00
202306010301,1,3歳未勝利,晴,1,中山,16,4,8,4,7,3,6,8090,1430,290,570,18360,17180,3050,6030,1320,53020,59340,580520,0.0,ダ,右,1200,0,0,2023-01-08 09:55:00
202306010302,2,3歳未勝利,晴,1,中山,16,1,1,3,6,7,14,1130,220,140,170,700,1260,460,770,240,3050,1980,15000,0.0,ダ,右,1800,0,0,2023-01-08 10:25:00
202306010303,3,3歳未勝利,晴,1,中山,16,7,13,6,11,6,12,1780,410,160,360,2230,2860,840,1940,980,7460,9510,76070,0.0,ダ,右,1800,0,0,2023-01-08 10:55:00
202306010304,4,障害4歳以上未勝利,晴,1,中山,14,6,9,1,1,5,7,330,130,480,190,3580,4460,1280,360,1100,6860,3360,25430,1.0,芝,直進,2880,0,0,2023-01-08 11:25:00
202306010305,5,3歳未勝利,晴,1,中山,17,1,1,1,2,7,13,350,170,1190,190,11400,12020,2670,500,6710,18310,24420,143160,0.0,芝,右,2200,0,0,2023-01-08 12:15:00
202306010306,6,3歳新馬,晴,1,中山,17,6,11,7,13,4,8,4080,890,230,250,3950,9350,2730,3590,920,17920,24070,242350,0.0,芝,右,2000,0,0,2023-01-08 12:45:00
202306010307,7,4歳以上1勝クラス,晴,1,中山,16,3,6,1,2,8,16,530,210,150,250,1180,1230,510,1110,780,2690,3990,18750,0.0,ダ,右,1800,0,0,2023-01-08 13:15:00
202306010308,8,4歳以上1勝クラス,晴,1,中山,16,2,3,1,1,4,8,300,160,180,600,700,830,390,1630,2450,1330,9620,29720,0.0,ダ,右,1200,0,0,2023-01-08 13:50:00
202306010309,9,朱竹賞 ,晴,1,中山,12,1,1,8,12,3,3,850,220,140,150,1130,1700,600,610,330,4060,2390,14950,0.0,芝,右,1200,0,0,2023-01-08 14:25:00
202306010310,10,若潮ステークス ,晴,1,中山,12,7,10,4,4,2,2,340,140,150,170,630,700,310,470,460,1190,1360,5820,0.0,芝,右,1600,0,0,2023-01-08 15:01:00
202306010311,11,ポルックスステークス ,晴,1,中山,14,6,9,1,1,3,3,380,140,140,300,530,640,290,790,770,1420,2520,10510,0.0,ダ,右,1800,0,0,2023-01-08 15:35:00
202306010312,12,4歳以上2勝クラス,晴,1,中山,16,2,4,3,6,1,1,530,180,190,140,2450,2200,670,390,480,4000,1470,10670,0.0,芝,右,1600,0,0,2023-01-08 16:10:00
202306010401,1,3歳未勝利,晴,1,中山,15,5,8,3,4,2,2,1120,380,210,710,840,2560,1020,3250,1610,5940,19200,98310,0.0,ダ,右,1200,0,0,2023-01-09 09:55:00
202306010402,2,3歳未勝利,晴,1,中山,16,6,12,1,2,2,3,600,140,110,120,440,490,210,370,180,1340,500,3980,0.0,ダ,右,1800,0,0,2023-01-09 10:25:00
202306010403,3,3歳未勝利,晴,1,中山,16,7,14,2,3,5,9,18630,3730,770,630,4690,202460,38050,34530,4310,471060,728220,5121880,0.0,ダ,右,1800,0,0,2023-01-09 10:55:00
202306010404,4,3歳新馬,晴,1,中山,16,2,3,6,11,7,14,690,270,220,710,750,2530,1080,2190,2570,4870,18240,79880,0.0,ダ,右,1200,0,0,2023-01-09 11:25:00
202306010405,5,3歳未勝利,晴,1,中山,16,1,2,1,1,2,3,1030,280,310,170,4200,4220,1340,730,1040,10030,5280,32800,0.0,芝,右,1600,0,0,2023-01-09 12:15:00
202306010406,6,3歳新馬,晴,1,中山,11,8,10,3,3,8,11,210,130,180,770,610,610,290,1120,2720,880,6470,19630,0.0,ダ,右,1800,0,0,2023-01-09 12:45:00
202306010407,7,4歳以上1勝クラス,晴,1,中山,16,3,5,5,10,3,6,2490,360,460,150,2710,17330,3940,740,1110,43070,12730,142070,0.0,ダ,右,1800,0,0,2023-01-09 13:15:00
202306010408,8,4歳以上2勝クラス,晴,1,中山,15,4,6,1,1,2,3,590,220,210,520,1490,1590,630,1840,2140,3140,10180,44270,0.0,ダ,右,1200,0,0,2023-01-09 13:50:00
202306010409,9,成田特別 ,晴,1,中山,16,2,4,4,7,8,16,730,210,640,200,3870,9080,2310,500,1740,17010,9470,93280,0.0,ダ,右,2400,0,0,2023-01-09 14:25:00
202306010410,10,迎春ステークス ,晴,1,中山,12,8,11,4,4,8,12,1460,310,120,280,680,1370,590,1780,590,4190,4870,34200,0.0,芝,右,2200,0,0,2023-01-09 15:01:00
202306010411,11,第39回フェアリーステークス(G3),晴,1,中山,16,7,14,5,10,1,1,3580,920,430,470,7540,21140,6640,6890,2400,48190,68150,517430,0.0,芝,右,1600,0,0,2023-01-09 15:35:00
202306010412,12,4歳以上1勝クラス,晴,1,中山,17,8,17,7,14,3,5,690,240,260,300,1850,3000,1050,1600,1230,6140,11320,50510,0.0,芝,右,2000,0,0,2023-01-09 16:10:00
202306010501,1,3歳未勝利,曇,1,中山,16,5,9,8,16,4,8,190,110,320,480,1730,1530,550,580,3480,2030,5970,15680,0.0,ダ,右,1200,0,0,2023-01-14 10:10:00
202306010502,2,3歳未勝利,曇,1,中山,16,7,13,6,11,5,10,650,160,110,160,520,550,260,840,250,1610,1270,8950,0.0,ダ,右,1800,0,0,2023-01-14 10:40:00
202306010503,3,3歳未勝利,小雨,1,中山,16,8,16,8,15,2,4,250,120,140,160,530,510,250,310,510,1000,850,3780,0.0,ダ,右,1200,1,0,2023-01-14 11:10:00
202306010504,4,3歳新馬,小雨,1,中山,16,7,14,1,1,3,5,340,170,470,240,2580,3170,1310,650,2480,4860,8080,34520,0.0,ダ,右,1800,1,0,2023-01-14 11:40:00
202306010505,5,3歳新馬,小雨,1,中山,16,7,14,6,12,1,2,290,150,220,420,590,950,380,930,1950,1530,4350,14250,0.0,芝,右,1600,1,0,2023-01-14 12:30:00
202306010506,6,3歳未勝利,雨,1,中山,17,5,10,6,11,4,7,760,250,200,170,2350,2930,1060,560,480,5460,3340,26820,0.0,芝,右,2000,2,0,2023-01-14 13:05:00
202306010507,7,4歳以上1勝クラス,雨,1,中山,16,4,8,2,4,8,16,180,110,390,250,2050,1830,720,460,2890,2390,4930,17950,0.0,ダ,右,1200,2,0,2023-01-14 13:35:00
202306010508,8,4歳以上1勝クラス,雨,1,中山,15,5,8,4,6,2,3,1980,470,690,150,5770,34670,7310,980,1600,74270,29670,284500,0.0,ダ,右,1800,2,0,2023-01-14 14:05:00
202306010509,9,菜の花賞 ,雨,1,中山,13,5,7,8,13,1,1,1360,400,1030,540,730,22510,5910,3250,7050,33610,111360,624080,0.0,芝,右,1600,2,0,2023-01-14 14:35:00
202306010510,10,アレキサンドライトS ,曇,1,中山,12,7,10,4,4,8,11,340,160,150,380,550,580,280,1200,1160,1100,3590,12380,0.0,ダ,右,1800,0,0,2023-01-14 15:10:00
202306010511,11,カーバンクルS ,曇,4,中山,16,6,11,1,2,3,5,470,200,770,290,3220,9300,2780,800,4270,14100,23250,150760,0.0,芝,右,1200,0,0,2023-01-14 15:45:00
202306010512,12,4歳以上2勝クラス,曇,4,中山,11,4,4,6,6,8,10,460,150,130,230,630,660,320,630,560,1670,2080,10700,0.0,芝,右,2200,0,0,2023-01-14 16:20:00
202306010601,1,3歳未勝利,曇,1,中山,16,2,4,6,11,5,9,850,210,320,140,1670,6100,1500,500,1000,11980,6230,62430,0.0,ダ,右,1200,0,0,2023-01-15 10:10:00
202306010602,2,3歳未勝利,曇,1,中山,16,5,10,3,6,1,1,450,190,270,190,2890,3040,830,480,830,5680,5660,32810,0.0,ダ,右,1800,0,0,2023-01-15 10:40:00
202306010603,3,3歳未勝利,曇,1,中山,16,3,6,6,12,1,1,150,110,130,190,310,290,170,340,550,430,1020,2260,0.0,ダ,右,1800,0,0,2023-01-15 11:10:00
202306010604,4,4歳以上1勝クラス,曇,1,中山,16,6,12,8,15,7,13,460,170,190,530,1050,1140,440,1560,2200,2060,7910,43740,0.0,ダ,右,1200,0,0,2023-01-15 11:40:00
202306010605,5,3歳未勝利,曇,1,中山,16,5,9,7,13,8,16,420,150,130,170,610,680,310,570,390,1460,1370,5310,0.0,芝,右,1600,0,0,2023-01-15 12:30:00
202306010606,6,3歳新馬,曇,1,中山,13,5,7,4,4,3,3,920,270,190,290,2830,2540,770,1570,960,5600,7580,44070,0.0,ダ,右,1800,0,0,2023-01-15 13:05:00
202306010607,7,4歳以上1勝クラス,曇,1,中山,16,4,7,1,1,6,12,190,110,520,190,1980,2420,710,350,2420,3550,5170,21340,0.0,芝,右,1600,0,0,2023-01-15 13:30:00
202306010608,8,4歳以上2勝クラス,曇,1,中山,16,8,15,4,7,4,8,700,190,180,140,750,2580,810,540,430,5240,2430,19870,0.0,ダ,右,1800,0,0,2023-01-15 14:01:00
202306010609,9,サンライズステークス ,小雨,1,中山,11,1,1,5,5,6,6,190,120,420,440,2360,1950,770,800,3680,2770,10930,26420,0.0,芝,右,1200,1,0,2023-01-15 14:35:00
202306010610,10,ジャニュアリーS ,小雨,1,中山,11,3,3,2,2,1,1,480,150,730,140,11130,10690,3220,320,1760,16090,6770,60150,0.0,ダ,右,1200,1,0,2023-01-15 15:10:00
202306010611,11,第63回京成杯(G3),曇,1,中山,9,4,4,3,3,7,7,270,140,1090,130,12170,19570,4840,220,3870,23840,11010,93740,0.0,芝,右,2000,0,0,2023-01-15 15:45:00
202306010612,12,4歳以上2勝クラス,曇,1,中山,11,4,4,6,6,1,1,620,210,180,150,1290,1760,590,400,320,3800,1330,10380,0.0,芝,右,1200,0,0,2023-01-15 16:20:00
202306010701,1,3歳未勝利,晴,4,中山,16,4,8,5,9,2,3,1390,260,140,370,1320,1140,430,1120,620,3540,4290,25620,0.0,ダ,右,1200,0,0,2023-01-21 10:10:00
202306010702,2,3歳未勝利,晴,4,中山,16,2,3,2,4,7,14,1250,180,100,120,630,720,330,560,190,2420,660,6490,0.0,ダ,右,1200,0,0,2023-01-21 10:40:00
202306010703,3,3歳未勝利,晴,4,中山,16,2,4,6,12,3,5,660,220,230,640,1210,2280,840,2470,2450,4260,14420,61890,0.0,ダ,右,1800,0,0,2023-01-21 11:10:00
202306010704,4,3歳新馬,晴,4,中山,16,4,7,2,3,1,1,370,200,2290,470,1960,31450,8340,1590,12640,37670,99490,497900,0.0,ダ,右,1200,0,0,2023-01-21 11:40:00
202306010705,5,3歳未勝利,曇,4,中山,13,2,2,5,7,7,10,520,180,230,130,3070,3060,800,400,430,5460,2520,19190,0.0,芝,右,2000,0,0,2023-01-21 12:30:00
202306010706,6,3歳新馬,曇,4,中山,16,5,9,8,15,7,14,2540,450,190,2620,470,3100,1220,24920,8330,10010,105510,455470,0.0,ダ,右,1800,0,0,2023-01-21 13:05:00
202306010707,7,3歳1勝クラス,曇,4,中山,13,4,5,1,1,6,9,200,110,120,150,390,430,200,300,390,630,910,2100,0.0,ダ,右,1200,0,0,2023-01-21 13:35:00
202306010708,8,4歳以上1勝クラス,曇,4,中山,13,8,12,1,1,5,6,370,150,150,260,500,730,300,870,560,1660,2260,11300,0.0,ダ,右,1800,0,0,2023-01-21 14:05:00
202306010709,9,初茜賞 ,晴,4,中山,16,4,8,4,7,2,3,160,110,180,390,820,810,360,790,1400,1090,4310,9900,0.0,ダ,右,1800,0,0,2023-01-21 14:35:00
202306010710,10,東雲賞 ,晴,4,中山,10,8,10,1,1,3,3,210,110,130,270,410,440,200,510,560,790,1580,4510,0.0,芝,右,1800,0,0,2023-01-21 15:10:00
202306010711,11,初富士ステークス ,晴,4,中山,14,4,6,4,5,6,9,620,160,410,110,7960,7090,1500,260,810,13390,3280,43380,0.0,芝,右,2000,0,0,2023-01-21 15:45:00
202306010712,12,4歳以上1勝クラス,晴,4,中山,14,7,12,4,5,7,11,3880,840,170,240,1000,4600,1870,3480,710,13840,15510,148360,0.0,芝,右,2200,0,0,2023-01-21 16:25:00
202306010801,1,3歳未勝利,曇,1,中山,16,7,14,1,2,7,13,310,140,200,780,470,1020,540,1900,4570,1800,12900,38640,0.0,ダ,右,1200,0,0,2023-01-22 10:10:00
202306010802,2,3歳未勝利,曇,1,中山,15,7,12,2,2,6,10,340,170,300,210,690,1590,760,670,1230,2020,4280,12240,0.0,ダ,右,1800,0,0,2023-01-22 10:40:00
202306010803,3,3歳未勝利,曇,1,中山,16,2,4,2,3,3,6,190,110,180,6790,560,610,280,18720,40790,760,74000,164250,0.0,ダ,右,1800,0,0,2023-01-22 11:10:00
202306010804,4,4歳以上1勝クラス,曇,1,中山,16,5,10,2,3,2,4,840,310,180,660,1380,1510,640,3090,1650,3570,11190,58870,0.0,ダ,右,1200,0,0,2023-01-22 11:40:00
202306010805,5,3歳未勝利,曇,1,中山,15,7,12,8,14,1,1,5330,510,130,170,2470,5060,1330,2790,420,18620,8840,117420,0.0,芝,右,2200,0,0,2023-01-22 12:30:00
202306010806,6,3歳新馬,曇,1,中山,17,7,13,7,14,8,15,370,160,160,350,730,660,320,1080,860,1300,3200,15010,0.0,芝,右,2000,0,0,2023-01-22 13:00:00
202306010807,7,4歳以上1勝クラス,晴,1,中山,13,7,10,3,3,6,8,250,140,240,150,1530,1420,510,240,500,2080,1560,6910,0.0,ダ,右,1800,0,0,2023-01-22 13:30:00
202306010808,8,4歳以上2勝クラス,晴,1,中山,16,4,7,7,13,8,15,1210,350,150,220,960,2330,990,2240,490,5500,5580,40010,0.0,ダ,右,1200,0,0,2023-01-22 14:01:00
202306010809,9,若竹賞 ,晴,1,中山,10,2,2,4,4,5,5,560,170,200,190,1860,1750,510,390,480,3450,2270,15190,0.0,芝,右,1800,0,0,2023-01-22 14:35:00
